t,MV,MVP,MVI,MVD,MVFF,SP,PV,DV,Man
1.300000000000000000e+01,6.000000000000000000e+01,1.170561443615206514e+02,-1.195229599875008404e+02,6.246681562598018900e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.070499999999999829e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.400000000000000000e+01,5.999999999999999289e+01,1.171518346570774014e+02,-1.169829064566935415e+02,5.983107179961613298e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.067299999999999827e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.500000000000000000e+01,6.000000000000000000e+01,1.169604540659639014e+02,-1.139963191458899558e+02,5.703586507992605448e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.073699999999999832e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.600000000000000000e+01,6.000000000000000000e+01,1.167660831531142804e+02,-1.111259184668251834e+02,5.435983531371090294e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.080199999999999960e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.700000000000000000e+01,6.000000000000000000e+01,1.164790122664440446e+02,-1.081909985940933865e+02,5.171198632764934189e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.089799999999999969e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.800000000000000000e+01,6.000000000000000000e+01,1.162846413535944095e+02,-1.055530346416388738e+02,4.926839328804446438e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.096300000000000097e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.900000000000000000e+01,6.000000000000000711e+01,1.159945801451880527e+02,-1.028345533866288122e+02,4.683997324144076657e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.105999999999999872e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+01,6.000000000000000000e+01,1.161889510580376879e+02,-1.011698094922017503e+02,4.498085843416406249e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.099500000000000099e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.100000000000000000e+01,6.000000000000000711e+01,1.157075092585178169e+02,-9.826411328981333781e+01,4.255660403129552805e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.115599999999999881e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.200000000000000000e+01,6.000000000000000000e+01,1.158031995540745527e+02,-9.659332531228467644e+01,4.079012575821012376e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.112399999999999878e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.300000000000000000e+01,6.000000000000000711e+01,1.153217577545546959e+02,-9.387059349181066636e+01,3.854883573725597756e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.128500000000000014e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.400000000000000000e+01,6.000000000000000000e+01,1.150316965461483392e+02,-9.162012042852552440e+01,3.658842388237718524e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.138200000000000145e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.500000000000000000e+01,5.999999999999999289e+01,1.147416353377419540e+02,-8.945523754029102292e+01,3.471360220254906181e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.147899999999999920e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.600000000000000000e+01,6.000000000000000000e+01,1.145502547466284682e+02,-8.756526093110771569e+01,3.301500618447924751e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.154299999999999926e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.700000000000000000e+01,6.000000000000000000e+01,1.143588741555149824e+02,-8.574944380538458688e+01,3.139056964986960097e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.160699999999999932e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.800000000000000000e+01,6.000000000000000000e+01,1.136830614431455047e+02,-8.305683412961818135e+01,2.937377268647268025e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.183299999999999841e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.900000000000000000e+01,6.000000000000000000e+01,1.136830614431455047e+02,-8.177439628887694312e+01,2.809133484573143846e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.183299999999999841e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+01,5.999999999999999289e+01,1.132016196436256337e+02,-7.960608456866208371e+01,2.640446492503644293e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.199399999999999977e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.100000000000000000e+01,5.999999999999999289e+01,1.131059293480688837e+02,-7.826608175293677050e+01,2.516015240486787974e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.202599999999999980e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.200000000000000000e+01,6.000000000000000000e+01,1.128158681396625269e+02,-7.660014899798808585e+01,2.378428085832555894e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.212300000000000111e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.300000000000000000e+01,6.000000000000000000e+01,1.125258069312561560e+02,-7.499428580761721719e+01,2.246847887636106122e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.221999999999999886e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.400000000000000000e+01,6.000000000000000000e+01,1.120443651317362992e+02,-7.307146394480427887e+01,2.102709881306797612e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.238100000000000023e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.500000000000000000e+01,5.999999999999999289e+01,1.117543039233299140e+02,-7.158597734433868709e+01,1.983167342100876596e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.247800000000000153e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.600000000000000000e+01,6.000000000000000711e+01,1.111771718282533215e+02,-6.959107369441792912e+01,1.841390186616461477e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.267099999999999937e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.700000000000000000e+01,6.000000000000000000e+01,1.108871106198469505e+02,-6.821967739776823691e+01,1.733256677792128642e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.276800000000000068e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.800000000000000000e+01,6.000000000000000000e+01,1.105043494376199789e+02,-6.671413868195413954e+01,1.620978924433416424e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.289600000000000080e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.900000000000000000e+01,6.000000000000000000e+01,1.098285367252504869e+02,-6.468431098696500214e+01,1.485577426171451876e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.312199999999999989e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+01,6.000000000000000000e+01,1.092514046301738802e+02,-6.290665152428920237e+01,1.365524689411532400e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.331500000000000128e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.100000000000000000e+01,6.000000000000000000e+01,1.089613434217675234e+02,-6.174301468953521521e+01,1.278167126776769358e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.341199999999999903e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.200000000000000000e+01,6.000000000000000000e+01,1.089613434217675234e+02,-6.118497609242817248e+01,1.222363267066065085e+01,0.000000000000000000e+00,5.985000000000000142e+01,2.341199999999999903e+01,5.000000000000000000e+01,1.000000000000000000e+00
